customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4310VARPT,Male,0,Yes,No,35,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),107,915,No
6982DSNFJ,Male,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,117,164,Yes
6015YOONU,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),15,642,Yes
8778ZFYWC,Male,1,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26,836,No
2350BSMYI,Female,1,No,Yes,38,No,No phone service,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,79,835,No
7864VHVYS,Female,1,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),85,704,Yes
7928XGQKY,Female,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),65,850,No
5810XJDIU,Female,0,No,No,70,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,33,942,Yes
4578NGUXQ,Female,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,65,51,No
1257NRMNA,Male,1,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,101,527,No
8139KPJJO,Male,1,Yes,No,15,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,No,Mailed check,125,208,No
6721LWUFK,Female,1,Yes,Yes,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64,334,Yes
4747IALRS,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117,46,No
7682RNMSV,Male,1,No,No,6,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),43,832,Yes
3366TBBJW,Female,0,No,No,56,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),99,178,Yes
4323LSCKV,Female,0,Yes,No,24,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,120,479,Yes
8523JVYOJ,Male,1,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41,312,No
8177EOFMM,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),20,828,Yes
2015RXCCG,Female,0,No,Yes,29,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,16,371,Yes
5112EXWPH,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),92,472,No
8813UXCPN,Female,1,Yes,Yes,3,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),59,596,No
7604BMIJA,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,67,894,No
7049KJUND,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36,670,No
4806MGBFK,Male,1,No,No,60,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Credit card (automatic),122,183,No
2930RBLEP,Female,0,No,Yes,43,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,101,898,Yes
3810ZDTGD,Female,1,No,Yes,25,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),113,642,Yes
1001YNIKQ,Male,1,Yes,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,113,540,Yes
3920ZJATZ,Female,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,49,601,Yes
4217VKHPY,Male,0,Yes,No,69,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,27,659,No
6060BRHKI,Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31,250,Yes
4638KZUWS,Male,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27,691,No
6128QRWOB,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,96,494,No
5947JZZDO,Male,0,Yes,No,41,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No,Two year,No,Mailed check,39,953,No
4766HWAME,Female,0,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),77,707,No
5598WZSAX,Female,0,No,Yes,61,No,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),94,628,No
3072FMJKC,Female,0,Yes,No,46,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,80,508,No
1685BNBCO,Male,0,Yes,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98,837,Yes
2737WKJCO,Male,1,Yes,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110,453,Yes
2415PMQVP,Female,1,No,No,64,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45,857,Yes
9538UCGOI,Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,71,267,No
3807IGMLP,Male,1,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),94,99,No
6710XFUDN,Male,1,No,No,9,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,70,87,Yes
7120VDDDR,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81,162,Yes
1531UZHTT,Male,0,No,No,60,No,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),125,495,No
5120BFBQG,Female,1,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),27,573,Yes
5048ISBNX,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,94,912,Yes
3878OOTVP,Male,1,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,48,90,Yes
6882BIPVE,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54,375,Yes
1777RCIQN,Female,0,Yes,No,70,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,59,31,Yes
7194BOTSD,Male,0,No,No,22,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,81,519,No
7423VBPBK,Female,1,Yes,Yes,72,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,20,96,Yes
8678XQGJD,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),79,414,No
3789EHSFQ,Female,1,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,67,128,Yes
3609LEZBZ,Male,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,64,981,No
9852OHYOE,Female,1,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26,674,No
7295QXPNX,Male,0,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34,781,Yes
4047LZKPR,Male,1,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,118,254,No
5862XGKIM,Male,1,No,Yes,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),124,581,No
1001RJKTQ,Male,1,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47,562,No
2369OIUTF,Female,1,No,Yes,29,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),40,876,No
2077LNBQV,Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),77,44,No
5272WFWFG,Female,0,Yes,No,35,No,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),119,45,No
8748EUXML,Male,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,Yes,Credit card (automatic),72,205,No
7307EPPPR,Male,0,Yes,No,41,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,61,727,Yes
5963AWYQP,Male,0,No,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,81,849,Yes
5313CBAUR,Male,1,No,No,0,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),58,922,Yes
7607WKVFY,Male,0,Yes,Yes,57,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),15,960,No
5074YSDLN,Female,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),49,825,Yes
7530OTHOK,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63,164,No
1167MFOVS,Female,1,Yes,No,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),61,496,No
6624AMCKO,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),41,36,No
7507UVOJU,Male,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30,491,No
4975WMUDJ,Male,0,No,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73,782,No
6124STPSB,Female,0,No,Yes,53,No,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,80,387,Yes
4706MKLPX,Male,0,No,No,6,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,25,446,No
8816DYVQM,Male,1,No,No,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,106,564,No
5528TRSVG,Female,1,No,Yes,33,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107,646,No
3316LDJVU,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),99,276,No
9340JGQHY,Male,0,Yes,No,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,No,Electronic check,40,967,No
3324FRLLR,Female,1,Yes,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,117,235,Yes
9360MWDZH,Male,0,Yes,No,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,60,898,Yes
7963YQYYM,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,66,479,Yes
7141KQURO,Male,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,99,234,Yes
3375CFODT,Female,1,Yes,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,87,902,Yes
2799UHHUW,Female,0,Yes,No,61,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,81,799,Yes
2753NDENO,Female,1,Yes,No,19,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,111,355,Yes
9968OHFSX,Male,0,Yes,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34,777,No
6361YKVNY,Male,1,No,No,50,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,76,302,No
8794ZOYBG,Female,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),70,843,No
2226KTWQV,Male,1,No,No,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54,757,No
1648OHSNX,Male,1,No,Yes,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,97,628,Yes
3335LMWAU,Male,1,Yes,No,9,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,75,431,Yes
9590UQPVE,Male,1,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),15,340,No
1867AQQUF,Male,1,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,121,267,Yes
9908WDVGL,Male,1,Yes,No,68,Yes,No,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,33,236,Yes
3459YMULN,Female,1,Yes,Yes,20,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),63,899,Yes
2967KPEUY,Male,1,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,79,560,No
3993KWPVX,Female,0,No,No,22,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),111,643,Yes
1681HBJYX,Female,1,No,No,56,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,108,164,No
7003QTFSF,Female,1,No,Yes,69,No,No phone service,DSL,Yes,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,31,32,No
3267WXGJX,Male,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,59,745,No
9005WPLXW,Male,1,No,Yes,67,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,70,771,Yes
7465MBICD,Male,1,Yes,Yes,55,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,93,704,No
2724BFNMG,Female,0,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),82,595,No
7626ZRCZS,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),100,690,No
3846DTMAK,Male,0,Yes,No,26,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),119,58,Yes
1691ZXWMI,Female,0,No,Yes,34,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108,756,Yes
6389WBNNB,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),55,45,No
9981CCYOA,Male,1,Yes,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),85,895,Yes
3190XFBPS,Female,0,Yes,No,65,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),115,759,No
9984LIZPR,Male,0,No,No,17,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60,645,Yes
1247JHAEK,Male,1,No,No,37,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,116,986,No
6938NAJZK,Female,0,No,Yes,40,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,67,89,No
9013YQMHX,Female,0,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,92,386,No
4489NSKUC,Female,0,Yes,No,17,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),105,465,Yes
6257VMQYE,Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,98,495,Yes
9430TPKPS,Female,1,Yes,Yes,46,No,No phone service,DSL,No,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,117,36,No
1425XZBCI,Female,1,Yes,No,64,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),121,260,No
6071SJBHM,Male,0,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68,589,Yes
2494MAEHA,Female,0,No,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77,962,Yes
6745ESZKZ,Female,1,No,No,56,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),61,879,Yes
6937SCHYV,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24,658,Yes
8830EEUFP,Female,0,Yes,No,47,No,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Electronic check,21,701,No
8503ZSVHX,Male,1,Yes,No,51,No,No phone service,DSL,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),26,544,No
3549QKEJT,Male,0,Yes,No,18,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,110,151,No
8491IJUXS,Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,94,640,Yes
1700WLDUV,Female,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33,930,Yes
4009TWZZC,Male,1,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,92,299,No
1155PLWRT,Male,0,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),60,962,Yes
9512GFALW,Female,1,No,Yes,66,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),43,937,No
8905GVVAS,Male,1,Yes,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35,324,No
5294HOHRK,Female,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),64,936,No
2474CKUQS,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,38,702,Yes
3897THHFI,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),25,890,No
7758CTBTN,Female,1,Yes,Yes,35,Yes,No phone service,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),115,310,Yes
9751KIOZW,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),44,451,No
6650TPSLG,Female,1,No,Yes,69,Yes,No,DSL,No,Yes,No,No,No internet service,No,One year,Yes,Mailed check,114,527,No
9926LYNPC,Male,0,Yes,Yes,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),24,153,Yes
4837FNQOL,Male,1,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,91,945,No
4548TBJJX,Female,0,Yes,No,2,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),122,859,No
7351KHXXT,Male,1,No,Yes,55,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,21,784,Yes
6085XIHBU,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),105,157,Yes
2428BXACT,Male,0,No,Yes,51,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),66,935,Yes
2251XOCJR,Male,1,Yes,No,15,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24,354,No
1604VDXNH,Male,1,Yes,No,61,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107,523,Yes
4265IIYPG,Female,0,Yes,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,113,827,No
2278CXHIZ,Male,1,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,78,721,No
2229CPATZ,Female,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55,406,Yes
1594VVTTL,Female,1,No,No,4,No,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,103,724,No
7172DKQUB,Male,0,No,Yes,50,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,51,429,No
6820GLUCL,Male,0,No,No,66,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,63,220,Yes
7238TACZI,Female,1,No,Yes,7,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94,111,No
4445OQJSW,Female,0,Yes,No,68,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59,261,Yes
5936XTCZU,Female,1,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20,627,No
8240IQYME,Female,1,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,32,59,No
6878XNDPW,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,95,516,No
4165IRVGD,Male,1,No,No,46,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,72,912,Yes
6271QJUZL,Male,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),67,124,Yes
7977INEJQ,Female,1,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113,984,No
7677HDVJU,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32,720,No
5675ZPJKQ,Female,1,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,108,472,No
3329DPKAI,Male,0,No,Yes,1,No,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18,504,No
1846EJMFV,Female,1,No,Yes,59,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84,454,No
3861IMCRQ,Female,1,No,No,49,No,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),85,242,Yes
1609MLZEB,Male,1,No,No,68,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),76,645,Yes
3634VSOZN,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,70,851,Yes
7718NWDGP,Female,1,No,Yes,50,No,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Two year,No,Credit card (automatic),40,131,No
3786OVMDI,Male,0,No,No,25,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30,109,No
7250BVSZD,Female,1,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),46,647,No
9761KBFWJ,Male,1,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81,599,Yes
5651AJAQK,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26,399,Yes
2419RGENJ,Female,1,Yes,Yes,58,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30,183,No
5900TIJKP,Male,0,No,Yes,60,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),89,179,Yes
